Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   20080/20080       __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >::operator++() [327]
-----------------------------------------------
                0.00    0.00    1506/1506        Data::Data(Data const&) [372]
[380]    0.0    0.00    0.00    1506         std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::vector(std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > const&) [380]
                0.00    0.00    1506/1512        std::_Vector_base<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::_M_get_Tp_allocator() const [360]
                0.00    0.00    1506/1506        __gnu_cxx::__alloc_traits<std::allocator<std::vector<Operation, std::allocator<Operation> > > >::_S_select_on_copy(std::allocator<std::vector<Operation, std::allocator<Operation> > > const&) [374]
                0.00    0.00    1506/51876       std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::size() const [275]
                0.00    0.00    1506/1506        std::_Vector_base<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::_Vector_base(unsigned int, std::allocator<std::vector<Operation, std::allocator<Operation> > > const&) [378]
                0.00    0.00    1506/28204       std::_Vector_base<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::_M_get_Tp_allocator() [283]
                0.00    0.00    1506/26682       std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::end() const [286]
                0.00    0.00    1506/26682       std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::begin() const [287]
                0.00    0.00    1506/1506        std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [382]
-----------------------------------------------
                0.00    0.00    1506/1506        std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [382]
[381]    0.0    0.00    0.00    1506         std::vector<Operation, std::allocator<Operation> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*>(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*) [381]
                0.00    0.00    1506/1506        std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*>(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*) [379]
-----------------------------------------------
                0.00    0.00    1506/1506        std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::vector(std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > const&) [380]
[382]    0.0    0.00    0.00    1506         std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [382]
                0.00    0.00    1506/1506        std::vector<Operation, std::allocator<Operation> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*>(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, __gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> > const*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, std::vector<Operation, std::allocator<Operation> >*) [381]
-----------------------------------------------
                0.00    0.00    1503/1503        std::allocator<std::_List_node<std::pair<Operation*, Operation*> > >::allocator() [387]
[383]    0.0    0.00    0.00    1503         __gnu_cxx::new_allocator<std::_List_node<std::pair<Operation*, Operation*> > >::new_allocator() [383]
-----------------------------------------------
                0.00    0.00    1503/1503        std::allocator<std::_List_node<std::pair<Operation*, Operation*> > >::~allocator() [388]
[384]    0.0    0.00    0.00    1503         __gnu_cxx::new_allocator<std::_List_node<std::pair<Operation*, Operation*> > >::~new_allocator() [384]
-----------------------------------------------
                0.00    0.00    1503/1503        getMeilleureDate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[385]    0.0    0.00    0.00    1503         Data::getM() const [385]
-----------------------------------------------
                0.00    0.00    1503/1503        getMeilleureDate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[386]    0.0    0.00    0.00    1503         Data::getN() const [386]
-----------------------------------------------
                0.00    0.00    1503/1503        std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_List_impl::_List_impl() [390]
[387]    0.0    0.00    0.00    1503         std::allocator<std::_List_node<std::pair<Operation*, Operation*> > >::allocator() [387]
                0.00    0.00    1503/1503        __gnu_cxx::new_allocator<std::_List_node<std::pair<Operation*, Operation*> > >::new_allocator() [383]
-----------------------------------------------
                0.00    0.00    1503/1503        std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_List_impl::~_List_impl() [391]
[388]    0.0    0.00    0.00    1503         std::allocator<std::_List_node<std::pair<Operation*, Operation*> > >::~allocator() [388]
                0.00    0.00    1503/1503        __gnu_cxx::new_allocator<std::_List_node<std::pair<Operation*, Operation*> > >::~new_allocator() [384]
-----------------------------------------------
                0.00    0.00    1503/1503        Bierwirth::rechercheLocale(Data&) [4]
[389]    0.0    0.00    0.00    1503         std::_List_iterator<std::pair<Operation*, Operation*> >::_List_iterator() [389]
-----------------------------------------------
                0.00    0.00    1503/1503        std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_List_base() [392]
[390]    0.0    0.00    0.00    1503         std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_List_impl::_List_impl() [390]
                0.00    0.00    1503/1503        std::allocator<std::_List_node<std::pair<Operation*, Operation*> > >::allocator() [387]
-----------------------------------------------
                0.00    0.00    1503/1503        std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::~_List_base() [109]
[391]    0.0    0.00    0.00    1503         std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_List_impl::~_List_impl() [391]
                0.00    0.00    1503/1503        std::allocator<std::_List_node<std::pair<Operation*, Operation*> > >::~allocator() [388]
-----------------------------------------------
                0.00    0.00    1503/1503        std::__cxx11::list<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::list() [393]
[392]    0.0    0.00    0.00    1503         std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_List_base() [392]
                0.00    0.00    1503/1503        std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_List_impl::_List_impl() [390]
                0.00    0.00    1503/28169       std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_M_init() [285]
-----------------------------------------------
                0.00    0.00    1503/1503        Bierwirth::rechercheLocale(Data&) [4]
[393]    0.0    0.00    0.00    1503         std::__cxx11::list<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::list() [393]
                0.00    0.00    1503/1503        std::__cxx11::_List_base<std::pair<Operation*, Operation*>, std::allocator<std::pair<Operation*, Operation*> > >::_List_base() [392]
-----------------------------------------------
                0.00    0.00      80/80          std::vector<Operation, std::allocator<Operation> >::max_size() const [395]
[394]    0.0    0.00    0.00      80         __gnu_cxx::__alloc_traits<std::allocator<Operation> >::max_size(std::allocator<Operation> const&) [394]
                0.00    0.00      80/20200       __gnu_cxx::new_allocator<Operation>::max_size() const [299]
-----------------------------------------------
                0.00    0.00      80/80          std::vector<Operation, std::allocator<Operation> >::_M_check_len(unsigned int, char const*) const [402]
[395]    0.0    0.00    0.00      80         std::vector<Operation, std::allocator<Operation> >::max_size() const [395]
                0.00    0.00      80/20200       std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() const [300]
                0.00    0.00      80/80          __gnu_cxx::__alloc_traits<std::allocator<Operation> >::max_size(std::allocator<Operation> const&) [394]
-----------------------------------------------
                0.00    0.00      80/80          Operation* std::uninitialized_copy<Operation*, Operation*>(Operation*, Operation*, Operation*) [397]
[396]    0.0    0.00    0.00      80         Operation* std::__uninitialized_copy<false>::__uninit_copy<Operation*, Operation*>(Operation*, Operation*, Operation*) [396]
-----------------------------------------------
                0.00    0.00      80/80          Operation* std::__uninitialized_copy_a<Operation*, Operation*, Operation>(Operation*, Operation*, Operation*, std::allocator<Operation>&) [398]
[397]    0.0    0.00    0.00      80         Operation* std::uninitialized_copy<Operation*, Operation*>(Operation*, Operation*, Operation*) [397]
                0.00    0.00      80/80          Operation* std::__uninitialized_copy<false>::__uninit_copy<Operation*, Operation*>(Operation*, Operation*, Operation*) [396]
-----------------------------------------------
                0.00    0.00      80/80          Operation* std::__uninitialized_move_if_noexcept_a<Operation*, Operation*, std::allocator<Operation> >(Operation*, Operation*, Operation*, std::allocator<Operation>&) [399]
[398]    0.0    0.00    0.00      80         Operation* std::__uninitialized_copy_a<Operation*, Operation*, Operation>(Operation*, Operation*, Operation*, std::allocator<Operation>&) [398]
                0.00    0.00      80/80          Operation* std::uninitialized_copy<Operation*, Operation*>(Operation*, Operation*, Operation*) [397]
-----------------------------------------------
                0.00    0.00      80/80          std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
[399]    0.0    0.00    0.00      80         Operation* std::__uninitialized_move_if_noexcept_a<Operation*, Operation*, std::allocator<Operation> >(Operation*, Operation*, Operation*, std::allocator<Operation>&) [399]
                0.00    0.00      80/80          Operation* std::__uninitialized_copy_a<Operation*, Operation*, Operation>(Operation*, Operation*, Operation*, std::allocator<Operation>&) [398]
-----------------------------------------------
                0.00    0.00      40/40          Data::lireInstance(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [118]
[400]    0.0    0.00    0.00      40         Operation::Operation() [400]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
[401]    0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::difference_type __gnu_cxx::operator-<Operation*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > const&, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > const&) [401]
                0.00    0.00      80/344505      __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::base() const [206]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
[402]    0.0    0.00    0.00      40         std::vector<Operation, std::allocator<Operation> >::_M_check_len(unsigned int, char const*) const [402]
                0.00    0.00     160/709050      std::vector<Operation, std::allocator<Operation> >::size() const [166]
                0.00    0.00      80/80          std::vector<Operation, std::allocator<Operation> >::max_size() const [395]
                0.00    0.00      40/1016947     unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [145]
-----------------------------------------------
                0.00    0.00      40/40          Operation* std::uninitialized_fill_n<Operation*, unsigned int, Operation>(Operation*, unsigned int, Operation const&) [407]
[403]    0.0    0.00    0.00      40         Operation* std::__uninitialized_fill_n<false>::__uninit_fill_n<Operation*, unsigned int, Operation>(Operation*, unsigned int, Operation const&) [403]
                0.00    0.00     200/100600      Operation* std::__addressof<Operation>(Operation&) [268]
                0.00    0.00     200/100600      void std::_Construct<Operation, Operation>(Operation*, Operation const&) [267]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Operation, std::allocator<Operation> >::insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [405]
[404]    0.0    0.00    0.00      40         std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
                0.00    0.00     160/384748      std::_Vector_base<Operation, std::allocator<Operation> >::_M_get_Tp_allocator() [196]
                0.00    0.00      80/344505      __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::base() const [206]
                0.00    0.00      80/80          Operation* std::__uninitialized_move_if_noexcept_a<Operation*, Operation*, std::allocator<Operation> >(Operation*, Operation*, Operation*, std::allocator<Operation>&) [399]
                0.00    0.00      40/40          std::vector<Operation, std::allocator<Operation> >::_M_check_len(unsigned int, char const*) const [402]
                0.00    0.00      40/344385      std::vector<Operation, std::allocator<Operation> >::begin() [208]
                0.00    0.00      40/40          __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >::difference_type __gnu_cxx::operator-<Operation*, std::vector<Operation, std::allocator<Operation> > >(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > const&, __gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > > const&) [401]
                0.00    0.00      40/20160       std::_Vector_base<Operation, std::allocator<Operation> >::_M_allocate(unsigned int) [305]
                0.00    0.00      40/40          Operation* std::__uninitialized_fill_n_a<Operation*, unsigned int, Operation, Operation>(Operation*, unsigned int, Operation const&, std::allocator<Operation>&) [408]
                0.00    0.00      40/20163       void std::_Destroy<Operation*, Operation>(Operation*, Operation*, std::allocator<Operation>&) [304]
                0.00    0.00      40/20163       std::_Vector_base<Operation, std::allocator<Operation> >::_M_deallocate(Operation*, unsigned int) [302]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Operation, std::allocator<Operation> >::resize(unsigned int, Operation) [406]
[405]    0.0    0.00    0.00      40         std::vector<Operation, std::allocator<Operation> >::insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [405]
                0.00    0.00      40/40          std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
-----------------------------------------------
                0.00    0.00      40/40          Data::lireInstance(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [118]
[406]    0.0    0.00    0.00      40         std::vector<Operation, std::allocator<Operation> >::resize(unsigned int, Operation) [406]
                0.00    0.00      80/709050      std::vector<Operation, std::allocator<Operation> >::size() const [166]
                0.00    0.00      40/344385      std::vector<Operation, std::allocator<Operation> >::end() [207]
                0.00    0.00      40/40          std::vector<Operation, std::allocator<Operation> >::insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [405]
-----------------------------------------------
                0.00    0.00      40/40          Operation* std::__uninitialized_fill_n_a<Operation*, unsigned int, Operation, Operation>(Operation*, unsigned int, Operation const&, std::allocator<Operation>&) [408]
[407]    0.0    0.00    0.00      40         Operation* std::uninitialized_fill_n<Operation*, unsigned int, Operation>(Operation*, unsigned int, Operation const&) [407]
                0.00    0.00      40/40          Operation* std::__uninitialized_fill_n<false>::__uninit_fill_n<Operation*, unsigned int, Operation>(Operation*, unsigned int, Operation const&) [403]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<Operation, std::allocator<Operation> >::_M_fill_insert(__gnu_cxx::__normal_iterator<Operation*, std::vector<Operation, std::allocator<Operation> > >, unsigned int, Operation const&) [404]
[408]    0.0    0.00    0.00      40         Operation* std::__uninitialized_fill_n_a<Operation*, unsigned int, Operation, Operation>(Operation*, unsigned int, Operation const&, std::allocator<Operation>&) [408]
                0.00    0.00      40/40          Operation* std::uninitialized_fill_n<Operation*, unsigned int, Operation>(Operation*, unsigned int, Operation const&) [407]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::max_size() const [410]
[409]    0.0    0.00    0.00       6         __gnu_cxx::__alloc_traits<std::allocator<std::vector<Operation, std::allocator<Operation> > > >::max_size(std::allocator<std::vector<Operation, std::allocator<Operation> > > const&) [409]
                0.00    0.00       6/1515        __gnu_cxx::new_allocator<std::vector<Operation, std::allocator<Operation> > >::max_size() const [355]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::_M_check_len(unsigned int, char const*) const [426]
[410]    0.0    0.00    0.00       6         std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::max_size() const [410]
                0.00    0.00       6/1512        std::_Vector_base<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::_M_get_Tp_allocator() const [360]
                0.00    0.00       6/6           __gnu_cxx::__alloc_traits<std::allocator<std::vector<Operation, std::allocator<Operation> > > >::max_size(std::allocator<std::vector<Operation, std::allocator<Operation> > > const&) [409]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Operation, std::allocator<Operation> >* std::uninitialized_copy<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*>(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*) [414]
[411]    0.0    0.00    0.00       6         std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*>(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*) [411]
-----------------------------------------------
                0.00    0.00       6/6           lireFichiers() [2]
[412]    0.0    0.00    0.00       6         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned int) [412]
-----------------------------------------------
                0.00    0.00       3/6           void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [454]
                0.00    0.00       3/6           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [461]
[413]    0.0    0.00    0.00       6         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [413]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy_a<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> > >(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [415]
[414]    0.0    0.00    0.00       6         std::vector<Operation, std::allocator<Operation> >* std::uninitialized_copy<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*>(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*) [414]
                0.00    0.00       6/6           std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*>(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*) [411]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_move_if_noexcept_a<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > > >(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [416]
[415]    0.0    0.00    0.00       6         std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy_a<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> > >(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [415]
                0.00    0.00       6/6           std::vector<Operation, std::allocator<Operation> >* std::uninitialized_copy<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*>(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*) [414]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<Operation, std::allocator<Operation> >*, std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > > >, unsigned int, std::vector<Operation, std::allocator<Operation> > const&) [433]
[416]    0.0    0.00    0.00       6         std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_move_if_noexcept_a<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > > >(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [416]
                0.00    0.00       6/6           std::vector<Operation, std::allocator<Operation> >* std::__uninitialized_copy_a<std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> > >(std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::vector<Operation, std::allocator<Operation> >*, std::allocator<std::vector<Operation, std::allocator<Operation> > >&) [415]
-----------------------------------------------
                0.00    0.00       1/4           lireFichiers() [2]
                0.00    0.00       3/4           getMeilleureDate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[417]    0.0    0.00    0.00       4         Data::Data() [417]
                0.00    0.00       4/4           std::vector<std::vector<Operation, std::allocator<Operation> >, std::allocator<std::vector<Operation, std::allocator<Operation> > > >::vector() [423]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::vector<Operation, std::allocator<Operation> > >::allocator() [420]
[418]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<Operation, std::allocator<Operation> > >::new_allocator() [418]
-----------------------------------------------
                0.00    0.00       4/4           lireFichiers() [2]
